REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,SYM_NAME,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
UT33,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,13.7414,31.989,270,NO
UT34,LTC2945CUD_QFN12_LTC2945HUD,LTC2945HUD,,QFN12,64.0334,31.989,270,NO
UT35,SN74HC148DR_SOIC16_SN74HC148DR,SN74HC148DR,,SOIC16,163.0172,26.3008,0,NO
UT36,SN74AVCH8T245PWR_24-TSSOP_SN74AVC8T245PWR,SN74AVC8T245PWR,,24-TSSOP,172.9902,25.7302,180,NO
UT37,CDCLVD1208RHDT_VQFN28_CDCLVD1208RHDT,CDCLVD1208RHDT,,VQFN28,129.6411,24.8404,180,NO
UT38,TXB0104PWR_TSSOP_14_TXS0104EPWR,TXS0104EPWR,,TSSOP_14,151.511,24.1131,180,NO
UT39,24AA025E48T-I/SN_SOIC8_24AA025E48T-I/SN,24AA025E48T-I/SN,,SOIC8,235.8614,18.843,90,NO
XT1,LVDS_OSC_125MHZ_XTAL_SG3225VAN125000000M-KEGA3_SG3225VAN 125.000000M-KEGA3,SG3225VAN 125.000000M-KEGA3,,XTAL_SG3225VAN125000000M-KEGA3,235.7628,45.5168,270,NO
XT2,LVDS_OSC_125MHZ_XTAL_SG3225VAN125000000M-KEGA3_SG3225VAN 125.000000M-KEGA3,SG3225VAN 125.000000M-KEGA3,,XTAL_SG3225VAN125000000M-KEGA3,233.8324,29.21,180,NO
YT1,4-SMD_CRYSTAL_4SMD_12MHZ,12MHz,,4SMD,213.5886,120.3441,90,NO
ZT1,MERCURY HOLES 56X54_MERCURY_CONNECTOR_HOLES4_MERCURY HOLES 56X54MM,Mercury Holes 56x54mm,,MERCURY_CONNECTOR_HOLES4,204.978,59.563,180,NO
